Time,Prey,Predator
1895.750000,34452.875299,1188.208362
1896.000000,35736.879531,1113.281518
1896.250000,37370.184264,1047.609336
1896.500000,39354.077143,991.121375
1896.750000,41692.032698,943.717206
1897.000000,44387.714111,905.323337
1897.250000,47442.588091,875.941748
1897.500000,50852.985472,855.693411
1897.750000,54606.424940,844.859338
1898.000000,58677.021813,843.920410
1898.250000,63019.850595,853.595304
1898.500000,67564.259557,874.872532
1898.750000,72206.411755,909.027101
1899.000000,76801.838550,957.603632
1899.250000,81159.631350,1022.335306
1899.500000,85041.090637,1104.953267
1899.750000,88166.992183,1206.830501
1900.000000,90238.415874,1328.413388
1900.250000,90974.897913,1468.448798
1900.500000,90168.714085,1623.138762
1900.750000,87744.792027,1785.533319
1901.000000,83805.420835,1945.603680
1901.250000,78635.821292,2091.344651
1901.500000,72658.605878,2210.835084
1901.750000,66349.379111,2294.619993
1902.000000,60145.955635,2337.497252
1902.250000,54384.085922,2339.070803
1902.500000,49274.358496,2303.065981
1902.750000,44913.941187,2235.913331
1903.000000,41316.413284,2145.219885
1903.250000,38444.295613,2038.547951
1903.500000,36235.588625,1922.647854
1903.750000,34621.814500,1803.100853
1904.000000,33538.544646,1684.251575
1904.250000,32930.546564,1569.308259
1904.500000,32753.576938,1460.519480
1904.750000,32974.310985,1359.370104
1905.000000,33569.351976,1266.765883
1905.250000,34523.850169,1183.193532
1905.500000,35829.986015,1108.853176
1905.750000,37485.404095,1043.765131
1906.000000,39491.584189,987.855160
1906.250000,41852.075040,941.022966
1906.500000,44570.476175,903.198470
1906.750000,47648.022874,874.389932
1907.000000,51080.605636,854.727255
1907.250000,54855.041085,844.502935
1907.500000,58944.417603,844.211809
1907.750000,63302.389670,854.588780
1908.000000,67856.431433,876.640228
1908.250000,72500.348330,911.659205
1908.500000,77086.875404,961.205540
1908.750000,81422.053577,1027.019356
1909.000000,85264.287650,1110.821702
1909.250000,88332.323112,1213.946105
1909.500000,90327.089156,1336.756025
1909.750000,90970.984176,1477.861772
1910.000000,90062.942084,1633.279101
1910.250000,87538.089383,1795.851475
1910.500000,83510.646809,1955.380799
1910.750000,78276.404241,2099.798544
1911.000000,72264.082746,2217.270750
1911.250000,65949.445071,2298.569630
1911.500000,59765.339385,2338.795276
1911.750000,54039.842297,2337.843696
1912.000000,48975.732681,2299.657482
1912.250000,44663.909531,2230.785177
1912.500000,41113.791612,2138.862551
1912.750000,38285.649358,2031.418393
1913.000000,36116.627930,1915.135860
1913.250000,34538.262714,1795.517582
1913.500000,33486.599909,1676.832079
1913.750000,32907.075801,1562.221180
1914.000000,32756.153973,1453.879327
1914.250000,33001.173627,1353.249484
1914.500000,33619.322274,1261.206431
1914.750000,34596.240769,1178.215116
1915.000000,35924.502177,1104.461374
1915.250000,37602.042937,1039.957217
1915.500000,39630.527944,984.624889
1915.750000,42013.572127,938.364447
1916.000000,44754.701721,901.109415
1916.250000,47854.908664,872.874508
1916.500000,51309.628183,853.798727
1916.750000,55104.956142,844.186208
1917.000000,59212.931002,844.545902
1917.250000,63585.759923,855.629065
1917.500000,68149.012439,878.460019
1917.750000,72794.105897,914.349788
1918.000000,77370.955219,964.873083
1918.250000,81682.545308,1031.776189
1918.500000,85484.415228,1116.768598
1918.750000,88493.366165,1221.142035
1919.000000,90410.334409,1345.173852
1919.250000,90960.805210,1487.334301
1919.500000,89950.617836,1643.450368
1919.750000,87325.279287,1806.159315
1920.000000,83210.957280,1965.098446
1920.250000,77913.812152,2108.144560
1920.500000,71868.317981,2223.560737
1920.750000,65550.023777,2302.353521
1921.000000,59386.558516,2339.927112
1921.250000,53698.245005,2336.466413
1921.500000,48680.111608,2296.125312
1921.750000,44416.914792,2225.564140
1922.000000,40914.044513,2132.442587
1922.250000,38129.625373,2024.252988
1922.500000,36000.016807,1907.610024
1922.750000,34456.807154,1787.937512
1923.000000,33436.536305,1669.428323
1923.250000,32885.315471,1555.158602
1923.500000,32760.314301,1447.269444
1923.750000,33029.531776,1347.162646
1924.000000,33670.734047,1255.682648
1924.250000,34670.046501,1173.273148
1924.500000,36020.428586,1100.106112
1924.750000,37720.102104,1036.185583
1925.000000,39770.910000,981.430551
1925.250000,42176.525268,935.741651
1925.500000,44940.391097,899.056201
1925.750000,48063.243996,871.395544
1926.000000,51540.048758,852.907940
1926.250000,55356.161527,843.909328
1926.500000,59482.547573,844.922926
1926.750000,63869.939179,856.716472
1927.000000,68441.970650,880.332291
1927.250000,73087.640940,917.099301
1927.500000,77654.021794,968.606742
1927.750000,81941.038248,1036.606245
1928.000000,85701.396508,1122.794234
1928.250000,88650.043659,1228.418230
1928.500000,90488.085626,1353.666244
1928.750000,90944.322469,1496.864986
1929.000000,89831.744950,1653.650307
1929.250000,87106.414514,1816.453884
1929.500000,82906.448126,1974.753411
1929.750000,77548.165085,2116.379868
1930.000000,71471.431141,2229.703160
1930.250000,65151.213630,2305.971024
1930.500000,59009.679963,2340.893297
1930.750000,53359.329692,2334.940353
1931.000000,48387.506302,2292.471321
1931.250000,44172.951966,2220.252168
1931.500000,40717.158516,2125.961798
1931.750000,37976.207126,2017.053267
1932.000000,35885.738965,1900.071564
1932.250000,34377.433498,1780.361566
1932.500000,33388.342183,1662.040969
1932.750000,32865.256711,1548.120976
1933.000000,32766.051665,1440.690122
1933.250000,33059.381462,1341.109761
1933.500000,33723.585243,1250.194620
1933.750000,34745.266853,1168.367661
1934.000000,36117.765870,1095.787392
1934.250000,37839.582945,1032.450217
1934.500000,39912.731949,978.272137
1934.750000,42340.935738,933.154585
